(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B09RKQGKJM,B08R5RJ2B9,"Nomad Design DTX Minnow with Patented Autotune System - Distressed Baitfish Swimming Action, Hydrospeed Belly Eyelet for Faster Trolling, BKK Diablo 5X Singles 13/0 Hooks, 220 SNK 9, 50ft, Pink Lava",DTX220-S-PL,321,10,0.11%,0.18%,373,11,0.09%,0.14%,5.34%,0.00%,1,1,0.31%,10.00%,$49.94,$49.94,1,1
B08TV6MWJ1,B08TV6MWJ1,"Tsunami Trophy II Spinning Surf Rod TSTIISS-1062HF 10'6"" Heavy",TSTIISS-1062HF,59,0,0.02%,0.00%,104,0,0.03%,0.00%,11.54%,0.00%,2,0,3.39%,0.00%,$269.90,$0.00,1,0
B08XLVQVBL,B08XLVQVBL,SHIMANO ULTEGRA C3000HG FC ULTEGRA,ULTC3000HGFC,992,17,0.33%,0.31%,"1,231",17,0.30%,0.22%,4.82%,17.65%,1,0,0.10%,0.00%,$169.94,$0.00,1,0
B0CDHMJ5NL,B08XW1T4Y8,Shimano Inc. TREVALA 66 M CST B,TVC66MB,282,5,0.09%,0.09%,371,5,0.09%,0.06%,11.34%,0.00%,1,0,0.35%,0.00%,$189.99,$0.00,1,0
B08XW41XMN,B08XW41XMN,Shimano Inc. TWINPOWER SW 6000HG C,TPSW6000HGC,337,5,0.11%,0.09%,423,6,0.10%,0.08%,9.93%,50.00%,1,0,0.30%,0.00%,$589.98,$0.00,1,0
B08XW9HYYT,B08XW9HYYT,Shimano Inc. TREVALA 66 H CST B,TVC66HB,166,0,0.06%,0.00%,238,0,0.06%,0.00%,13.45%,0.00%,1,0,0.60%,0.00%,$189.98,$0.00,1,0
B0924RD7VD,B0924RD7VD,Daiwa CERTATE SW G Spinning Reel - Saltwater,CERTATESWG14000-XH,707,8,0.24%,0.14%,938,12,0.23%,0.16%,25.29%,41.67%,1,0,0.14%,0.00%,$649.98,$0.00,1,0
B0B311NKF3,B096KQ3358,Shimano Inc. Grappler Type J 58 XXH SPN,GRPJS58XXH,168,0,0.06%,0.00%,247,0,0.06%,0.00%,15.38%,0.00%,1,0,0.60%,0.00%,$319.99,$0.00,1,0
B0CMD6CW7K,B0992RH8MZ,"7 wt. 9'0"" 4 pc. Mangrove Coast Rod",TF 07 90 4 MC,40,1,0.01%,0.02%,44,2,0.01%,0.03%,6.67%,0.00%,1,0,2.50%,0.00%,$329.95,$0.00,1,0
B09NGPP1V3,B09BK2BQYV,SPHEROS SW A 20000PG SPHEROS,SPSW20000PGA,838,13,0.28%,0.24%,992,15,0.24%,0.19%,1.95%,0.00%,2,0,0.24%,0.00%,$428.00,$0.00,1,0
B09BP17XDQ,B09BP17XDQ,Daiwa SALTIGA Jigging Series,SLTGJ58HS,103,2,0.03%,0.04%,136,2,0.03%,0.03%,60.29%,100.00%,1,0,0.97%,0.00%,$299.00,$0.00,1,0
B0CJFZ18N1,B09BRHLXT3,"DIAWA Lexa 300 TWS BAITCAST Reel, Hyper Speed Left Hand Power HNDL",LX-TW300HL-P,198,2,0.07%,0.04%,257,2,0.06%,0.03%,37.95%,100.00%,1,0,0.51%,0.00%,$359.99,$0.00,1,0
B0CBN9JHX1,B09CYDBMVH,Ocea Jigger 4000HG,OCEAJG4000HG,226,5,0.08%,0.09%,285,7,0.07%,0.09%,16.49%,28.57%,1,0,0.44%,0.00%,$639.98,$0.00,1,0
B0CW1WHV9G,B09CYZG6DD,Ocea Jigger 4000,OCEAJG4000,423,9,0.14%,0.16%,522,15,0.13%,0.19%,41.95%,26.67%,1,0,0.24%,0.00%,$639.98,$0.00,1,0
B09VD6S5CK,B09G3BZP64,"Daiwa SALTIST MQ Spinning Series - Saltwater Reel, 4000D-XH, Multi",SALTISTMQ4000D-XH,18,0,0.01%,0.00%,21,0,0.01%,0.00%,23.81%,0.00%,1,0,5.56%,0.00%,$309.99,$0.00,1,0
B09G3BZP64,B09G3BZP64,"Daiwa SALTIST MQ Spinning Series - Saltwater Reel, 4000D-XH, Multi",SALTISTMQ4000D-XH,484,9,0.16%,0.16%,693,17,0.17%,0.22%,15.01%,0.00%,1,0,0.21%,0.00%,$309.99,$0.00,1,0
B0CJFZ18N1,B09KK73YW5,DIAWA Lexa 300 TWS BAITCASTING Reel - Hyper Speed Power Handle,LX-TW300H-P,337,8,0.11%,0.14%,421,13,0.10%,0.17%,0.27%,0.00%,1,0,0.30%,0.00%,$359.99,$0.00,1,0
B09L5FNGQ3,B09L5FNGQ3,Van Staal VR200 Black Bailed Spinning Reel,VR200B,211,6,0.07%,0.11%,266,7,0.06%,0.09%,18.05%,57.14%,1,0,0.47%,0.00%,$619.94,$0.00,1,0
B09LFBKLZD,B09L8N5Y55,"Simms Men's Skiff Shorts, UPF 50 Lightweight Fishing Gear, 9-Inch Inseam, Sandbar, Size 40 Waist",13493-741-W40,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$69.95,$0.00,1,0
B09LFBKLZD,B09L8ND6N4,"Simms Men's Skiff Shorts, UPF 50 Lightweight Fishing Gear, 9-Inch Inseam, Sandbar, Size 30 Waist",13493-741-W30,70,3,0.02%,0.05%,80,3,0.02%,0.04%,62.50%,0.00%,1,0,1.43%,0.00%,$49.95,$0.00,1,0
B09LFBKLZD,B09L8NQHZ4,"Simms Men's Skiff Shorts, UPF 50 Lightweight Fishing Gear, 9-Inch Inseam, Sandbar, Size 32 Waist",13493-741-W32,19,1,0.01%,0.02%,22,1,0.01%,0.01%,26.32%,0.00%,1,0,5.26%,0.00%,$49.95,$0.00,1,0
B0CTXKXY4D,B09LHTNL5L,"Greys Tail Fly Reel, Size 5/6, Features Cutting Edge Design and Precision Manufacturing, Sealed Carbon Disc Drag System, Includes Reel Pouch",1546684,15,0,0.01%,0.00%,18,0,0.00%,0.00%,44.44%,0.00%,1,0,6.67%,0.00%,$139.95,$0.00,1,0
B0CTXLY3ZY,B09LHVTPVX,Greys TITAL Fly Fishing Reel,1546696,23,1,0.01%,0.02%,36,1,0.01%,0.01%,61.54%,0.00%,1,0,4.35%,0.00%,$235.94,$0.00,1,0
B0CV8PZ3GG,B09LHVZ44K,"Greys Tail AW Fly Reel, Size 9/10, Freshwater and Saltwater, Features Cutting Edge Design and Precision Manufacturing, Full Disc Drag System, Includes Reel Pouch",1546692,11,0,0.00%,0.00%,13,0,0.00%,0.00%,30.00%,0.00%,1,0,9.09%,0.00%,$159.94,$0.00,1,0
B0CV8PZ3GG,B09LHVZF4S,"Greys Tail AW Fly Reel, Size 7/8, Freshwater and Saltwater, Features Cutting Edge Design and Precision Manufacturing, Full Disc Drag System, Includes Reel Pouch",1546691,7,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$159.94,$0.00,1,0
B0CTXLY3ZY,B09LHWSL77,Greys TITAL Fly Fishing Reel,1546698,4,1,0.00%,0.02%,5,2,0.00%,0.03%,75.00%,100.00%,1,1,25.00%,100.00%,$279.95,$279.95,1,1
B09LN9CL5D,B09LNXR5ZK,NTR III Large Arbor Reel CG,TFR NTR III CG,116,2,0.04%,0.04%,133,3,0.03%,0.04%,26.14%,0.00%,1,0,0.86%,0.00%,$189.04,$0.00,1,0
B09LN9CL5D,B09LP77FV4,NTR II Large Arbor Reel CG,TFR NTR II CG,111,1,0.04%,0.02%,131,1,0.03%,0.01%,15.05%,0.00%,1,0,0.90%,0.00%,$179.00,$0.00,1,0
B09LN9CL5D,B09LPHCQ75,NTR IV Large Arbor Reel BG,TFR NTR IV BG,38,1,0.01%,0.02%,45,1,0.01%,0.01%,3.45%,0.00%,1,0,2.63%,0.00%,$199.95,$0.00,1,0
B0CFRKR3YR,B09MWKNL31,Waterworks-Lamson Remix Fly Fishing Reel,RX-9+REEL-GLCR,696,11,0.23%,0.20%,970,17,0.23%,0.22%,0.00%,0.00%,1,0,0.14%,0.00%,$239.00,$0.00,1,0
B09THRFB6B,B09THQL2VP,DIAWA Ballistic MQ LT Spinning - Reel,YG-1YYV-4VNG,735,16,0.25%,0.29%,879,23,0.21%,0.30%,7.38%,0.00%,1,0,0.14%,0.00%,$229.00,$0.00,1,0
B09X21MJJR,B09X27VSRH,Cortland Striped Bass Floating Fly Line WF9F,476240,15,0,0.01%,0.00%,17,0,0.00%,0.00%,38.46%,0.00%,1,0,6.67%,0.00%,$99.94,$0.00,1,0
B09X1Y62JF,B09X2B3TCK,Cortland Striped Bass Blitz Fly Line WF10I/F,476318,15,0,0.01%,0.00%,16,0,0.00%,0.00%,66.67%,0.00%,1,0,6.67%,0.00%,$99.94,$0.00,1,0
B07KSVM3LJ,B09XFC5XWV,"Redington Zero Fly Fishing Reel, Lightweight Design for Trout, Clicker Drag System, Wolf Grey, 2/3",5-5507R23Y,"1,473",12,0.49%,0.22%,"2,142",13,0.52%,0.17%,0.99%,11.11%,1,0,0.07%,0.00%,$98.94,$0.00,1,0
B07KSVM3LJ,B09XFGPWT2,"Redington Zero Fly Fishing Reel, Lightweight Design for Trout, Clicker Drag System, Wolf Grey, 4/5",5-5507R45Y,798,13,0.27%,0.24%,"1,004",14,0.24%,0.18%,3.82%,0.00%,1,0,0.13%,0.00%,$109.99,$0.00,1,0
B09XVN64BQ,B09XJ84JZR,"RIO Products Avid Trout Series - Grand, Floating Fly Line for Trout, Pale Green, WF8F",6-19702,128,3,0.04%,0.05%,169,4,0.04%,0.05%,16.18%,100.00%,1,0,0.78%,0.00%,$69.99,$0.00,1,0
B09XVN64BQ,B09XJ8TNVB,"RIO Products Avid Trout Series - Grand, Floating Fly Line for Trout, Pale Green, WF7F",6-19701,136,2,0.05%,0.04%,164,3,0.04%,0.04%,5.76%,0.00%,1,0,0.74%,0.00%,$69.99,$0.00,1,0
B09XQW8LBV,B09XQW8LBV,"Daiwa New Exist G LT Spinning - Reel, Black",EXIGLT4000D,531,8,0.18%,0.14%,708,10,0.17%,0.13%,51.55%,80.00%,1,0,0.19%,0.00%,$899.98,$0.00,1,0
B09ZBN26K2,B09ZBN26K2,"Tsunami Carbon Shield II Slow Pitch 7'6"" XH Blue Spinning Rod",TSCSHDIISPS-701HB,78,3,0.03%,0.05%,103,3,0.02%,0.04%,65.05%,66.67%,1,0,1.28%,0.00%,$139.99,$0.00,1,0
B0B25RLDDV,B0B25RLDDV,Black Hall Outfitters Replacement Parts Kit Compatible with Old Town Sportsman 106 Powered by Minn Kota Kayak,210000033921,256,4,0.09%,0.07%,374,4,0.09%,0.05%,96.52%,100.00%,2,0,0.78%,0.00%,$159.98,$0.00,1,0
B0B25TW9LC,B0B25TW9LC,"Black Hall Outfitters Replacement Parts Kit Compatible with Old Town Sportsman 106 PDL Kayak, Old Town Sportsman 120 PDL Kayak, Old Town Sportsman Salty PDL Kayak",210000033919,546,12,0.18%,0.22%,726,18,0.18%,0.23%,98.48%,72.22%,1,0,0.18%,0.00%,$94.99,$0.00,1,0
B0BJ2FLKNZ,B0B64762LL,"8 wt. 9'0"" 4 pc. P3 Rod",TF 08 90 4 P3,35,1,0.01%,0.02%,45,2,0.01%,0.03%,7.69%,0.00%,1,0,2.86%,0.00%,$239.95,$0.00,1,0
B0BJ2FLKNZ,B0B64976L4,"9 wt. 9'0"" 4 pc. P3 Rod",TF 09 90 4 P3,24,0,0.01%,0.00%,29,0,0.01%,0.00%,22.22%,0.00%,1,0,4.17%,0.00%,$239.94,$0.00,1,0
B0BJ2FLKNZ,B0B64C41G3,"4 wt. 9'0"" 4 pc. P3 Rod",TF 04 90 4 P3,31,1,0.01%,0.02%,41,2,0.01%,0.03%,15.15%,100.00%,1,0,3.23%,0.00%,$229.94,$0.00,1,0
B0BJ2FLKNZ,B0B651CRDN,"5 wt. 9'0"" 4 pc. P3 Rod",TF 05 90 4 P3,15,0,0.01%,0.00%,20,0,0.00%,0.00%,18.75%,0.00%,1,0,6.67%,0.00%,$229.95,$0.00,1,0
B09XVN64BQ,B0B8481H3K,"RIO Products Avid Trout Series - Gold, Floating Fly Line for Trout, WF7F",6-19765,119,2,0.04%,0.04%,146,3,0.04%,0.04%,6.14%,0.00%,1,0,0.84%,0.00%,$69.99,$0.00,1,0
B0B9HPGJ5N,B0B9HPGJ5N,"Old Town Solitude II Women's Life Jacket, 2022 (Grape, L/XL)",01.1332.9068,6,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$169.99,$0.00,1,0
B0B9HT6KGX,B0B9HT6KGX,"Old Town Lure Angler II Men's Life Jacket 2022 (Moss, S/M)",01.1332.9057,72,0,0.02%,0.00%,108,0,0.03%,0.00%,99.07%,0.00%,1,0,1.39%,0.00%,$179.99,$0.00,1,0
B0B9T2Y3TM,B0B9T2Y3TM,G. Loomis GCX 844S MGM,GCX 844S MGM,85,0,0.03%,0.00%,109,0,0.03%,0.00%,15.60%,0.00%,1,0,1.18%,0.00%,$289.98,$0.00,1,0
B0CDQN37WK,B0BFC38BLX,Van Staal VS X2 Bailess Spinning Reel VS150BX2 Black,VS150BX2,223,14,0.07%,0.25%,271,17,0.07%,0.22%,11.71%,0.00%,1,0,0.45%,0.00%,$819.94,$0.00,1,0
B0CDQN37WK,B0BG3DN76N,Van Staal VS X2 Bailess Spinning Reel VS200BX2 Black,VS200BX2,171,5,0.06%,0.09%,211,6,0.05%,0.08%,17.75%,50.00%,1,0,0.58%,0.00%,$859.94,$0.00,1,0
B0CDQN37WK,B0BLFPR18K,Van Staal VS X2 Bailess Spinning Reel VS100SX2 Silver,VS100SX2,313,11,0.11%,0.20%,390,14,0.09%,0.18%,9.35%,11.11%,1,0,0.32%,0.00%,$799.94,$0.00,1,0
B0BLZQR2VY,B0BLZQR2VY,"Cortland Striped Bass Intermediate Fly Line (Ice Blue, WF9I)",476271,10,1,0.00%,0.02%,11,1,0.00%,0.01%,54.55%,0.00%,1,0,10.00%,0.00%,$99.95,$0.00,1,0
B0CSF1865B,B0BN4MFZ9R,Simms Tributary Rubber Sole Wading Boots for Men and Women - Rugged Fishing Shoes with Ankle Support and Traction Control - Basalt - 11,13271-1034-11,761,8,0.26%,0.14%,"1,001",18,0.24%,0.23%,8.70%,54.55%,1,0,0.13%,0.00%,$149.94,$0.00,1,0
B07TS4GQLW,B0BN4N1DJS,"Simms Solarflex UPF 50+ Shirt, Sun Protection Hoodie - Regiment Camo Cinder - XX-Large",13658-2003-60,262,5,0.09%,0.09%,288,6,0.07%,0.08%,22.46%,25.00%,1,1,0.38%,20.00%,$79.19,$79.19,1,1
B07TS4GQLW,B0BN4NLKYD,"Simms Solarflex UPF 50+ Shirt, Sun Protection Hoodie - Regiment Camo Cinder - XXX-Large",13658-2003-70,8,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$79.95,$0.00,1,0
B07TS4GQLW,B0BN4NVXR4,"Simms Solarflex UPF 50+ Shirt, Sun Protection Hoodie - Field Heather/Field - XX-Large",13658-2032-60,141,0,0.05%,0.00%,180,0,0.04%,0.00%,28.00%,0.00%,1,0,0.71%,0.00%,$79.99,$0.00,1,0
B0BP9B721C,B0BN4XZPYG,Simms Men's Splash Cast Jacket - Bright Blue - Extra Large,13574-1054-50,7,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$329.95,$0.00,1,0
B0BN6T5L8C,B0BN6T5L8C,Van Staal X2 Spinning Reel Bailed 150 Size Black VSB150BX2,VSB150BX2,210,18,0.07%,0.33%,268,31,0.06%,0.40%,32.84%,12.90%,1,0,0.48%,0.00%,$919.94,$0.00,1,0
B0CDQMPWYK,B0BN6W146D,Van Staal X2 Spinning Reel Bailed 200 Size Silver VSB200SX2,VSB200SX2,910,50,0.31%,0.90%,"1,309",93,0.32%,1.20%,33.55%,28.21%,1,0,0.11%,0.00%,$949.94,$0.00,1,0
B0BN6WJC5V,B0BN6WJC5V,Van Staal X2 Spinning Reel Bailless 300 Size Silver VS300SX2,VS300SX2,712,8,0.24%,0.14%,858,11,0.21%,0.14%,4.78%,0.00%,1,0,0.14%,0.00%,$919.94,$0.00,1,0
B0BN76TD2K,B0BN76TD2K,Van Staal X2 Spinning Reel Bailless 300 Size Black VS300BX2,VS300BX2,117,6,0.04%,0.11%,143,7,0.03%,0.09%,14.69%,28.57%,1,0,0.85%,0.00%,$919.94,$0.00,1,0
B0BT2QFXTT,B0BSTP3DGZ,Daiwa Sea Power 1200 Electric Reel,SEAPOWER1200,"3,772",143,1.27%,2.59%,"5,705",219,1.38%,2.83%,5.33%,6.22%,1,1,0.03%,0.70%,$999.00,$999.00,1,1
B0CDQMPWYK,B0BTJXG7FT,Van Staal VSB50SX2 Bailed Spinning Reel,VSB50SX2,755,32,0.25%,0.58%,"1,006",60,0.24%,0.78%,32.29%,25.42%,2,2,0.26%,6.25%,"$1,779.88","$1,779.88",1,1
B0BYFYK9K3,B0BYFYK9K3,"Tsunami Pro Flutter Spoon 11"" - Standard (6oz) Pearl",TSP-FS11SS6-PRL,13,0,0.00%,0.00%,19,0,0.00%,0.00%,52.63%,0.00%,1,0,7.69%,0.00%,$26.99,$0.00,1,0
B0BYTNDWC3,B0BYTNDWC3,Hobie Compass Seagrass Kayak,81712220,287,7,0.10%,0.13%,396,7,0.10%,0.09%,83.59%,71.43%,1,0,0.35%,0.00%,"$2,799.00",$0.00,1,0
B0BZQD7SK5,B0BZQD7SK5,Hobie Itrek 9 Ultralight,27100098,175,8,0.06%,0.14%,215,15,0.05%,0.19%,10.23%,6.67%,1,0,0.57%,0.00%,"$2,599.00",$0.00,1,0
B0C1ZSLNX1,B0C1ZSHSCZ,"Hardy Fortuna Regent Fly Reel (Black, 10000 (9/10/11))",1577677,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$850.00,$0.00,1,0
B0CDQN37WK,B0C4FWM1S1,Van Staal VS X2 Bailess Spinning Reel VS150SX2 Silver,VS150SX2,417,9,0.14%,0.16%,607,16,0.15%,0.21%,31.53%,91.67%,1,0,0.24%,0.00%,$819.94,$0.00,1,0
B0C6CTNR2M,B0C6CTNR2M,ACCURATE Valiant Slow Pitch Jigging Reel Silver BV-300-SPJ,BV-300-SPJ,115,1,0.04%,0.02%,147,1,0.04%,0.01%,52.38%,100.00%,1,0,0.87%,0.00%,$509.98,$0.00,1,0
B0C7WP49F8,B0C7WP49F8,Daiwa SALTIGA Slow Pitch Series - Conventional,SGSL61M,65,0,0.02%,0.00%,93,0,0.02%,0.00%,45.16%,0.00%,1,0,1.54%,0.00%,$599.00,$0.00,1,0
B0C7XB6SV3,B0C7XB7ZYG,6 wt 90 4 pc Blitz Rod,TF 06 90 4 BZ,9,1,0.00%,0.02%,11,1,0.00%,0.01%,85.71%,0.00%,1,0,11.11%,0.00%,$429.95,$0.00,1,0
B0C7XB6SV3,B0C7XNL9L3,"10 wt. 9'0"" 4 pc. Blitz Rod",TF 10 90 4 BZ,4,0,0.00%,0.00%,5,0,0.00%,0.00%,0.00%,0.00%,1,0,25.00%,0.00%,$429.95,$0.00,1,0
B0C7XB6SV3,B0C7XPMBSW,"9 wt. 9'0"" 4 pc. Blitz Rod",TF 09 90 4 BZ,37,1,0.01%,0.02%,46,1,0.01%,0.01%,48.00%,0.00%,1,0,2.70%,0.00%,$429.95,$0.00,1,0
B0CCPNRZ9M,B0CCF2ZQFZ,Simms Men's Freestone Z Bootfoot - Rubber - Loden - Large - Size 10 Boot,13916-302-4010,10,1,0.00%,0.02%,13,2,0.00%,0.03%,0.00%,0.00%,1,0,10.00%,0.00%,$579.95,$0.00,1,0
B0CCPNRZ9M,B0CCF658HN,Simms Men's Freestone Z Bootfoot - Rubber - Loden - Large - Size 11 Boot,13916-302-4011,47,0,0.02%,0.00%,58,0,0.01%,0.00%,0.00%,0.00%,1,0,2.13%,0.00%,$579.99,$0.00,1,0
B0CKY2PBV2,B0CD969DK9,"Nomad Design Squidtrex Fishing Lure with Patent Pending Technology Vibration Design - TPE Soft Plastic, BKK Assist Hooks, Squid Lure- 150 Vibe 6"" - 4 3/4oz, White Glow",SQDTREX150-WTG,155,2,0.05%,0.04%,189,3,0.05%,0.04%,10.00%,0.00%,1,0,0.65%,0.00%,$19.99,$0.00,1,0
B0CKY2PBV2,B0CD9JR3LR,"Nomad Design Squidtrex Fishing Lure with Patent Pending Technology Vibration Design - TPE Soft Plastic, BKK Assist Hooks, Squid Lure- 150 Vibe 6"" - 4 3/4oz, Tiger",SQDTREX150-TGR,199,3,0.07%,0.05%,237,3,0.06%,0.04%,3.70%,0.00%,1,0,0.50%,0.00%,$19.99,$0.00,1,0
B0CKY2PBV2,B0CD9TR1QQ,"Nomad Design Squidtrex Fishing Lure with Patent Pending Technology Vibration Design - TPE Soft Plastic, BKK Assist Hooks, Squid Lure- 150 Vibe 6"" - 4 3/4oz, Cali Red",SQDTREX150-CRED,16,0,0.01%,0.00%,18,0,0.00%,0.00%,62.50%,0.00%,2,0,12.50%,0.00%,$40.90,$0.00,1,0
B0CKY2PBV2,B0CDKHLLZC,"Nomad Design Squidtrex Fishing Lure with Patent Pending Technology Vibration Design - TPE Soft Plastic, BKK Assist Hooks, Squid Lure- 130 Vibe 5"" - 3 1/4oz, Tiger",SQDTREX130-TGR,116,1,0.04%,0.02%,142,1,0.03%,0.01%,3.85%,100.00%,2,2,1.72%,200.00%,$37.98,$37.98,1,1
B0CKY2PBV2,B0CDNVWW33,"Nomad Design Squidtrex Fishing Lure with Patent Pending Technology Vibration Design - TPE Soft Plastic, BKK Assist Hooks, Squid Lure- 150 Vibe 6"" - 4 3/4oz, Holo Ghost Shad",SQDTREX150-HGS,10,2,0.00%,0.04%,14,4,0.00%,0.05%,0.00%,0.00%,1,0,10.00%,0.00%,$20.82,$0.00,1,0
B0CF6CP3DB,B0CF6CP3DB,Accurate Tern2 Reels,TXD-400X,112,2,0.04%,0.04%,144,2,0.03%,0.03%,61.81%,0.00%,1,0,0.89%,0.00%,$442.98,$0.00,1,0
B0CF6LGGGX,B0CF6CP3DB,Accurate Tern2 Reels,TXD-400X,13,1,0.00%,0.02%,20,2,0.00%,0.03%,29.41%,0.00%,1,0,7.69%,0.00%,$442.99,$0.00,1,0
B0CKY2PBV2,B0CKY2P7MZ,"Nomad Design Squidtrex Fishing Lure with Patent Pending Technology Vibration Design - TPE Soft Plastic, BKK Assist Hooks, Squid Lure- 150 Vibe 6"" - 4 3/4oz, Brown Speckle",SQDTREX150-BSPKL,351,8,0.12%,0.14%,429,8,0.10%,0.10%,7.08%,0.00%,1,0,0.28%,0.00%,$19.99,$0.00,1,0
B0869XTNS2,B0CLTZ5HCG,Old Town Sportsman PDL 106 Pedal Fishing Kayak (Steel Camo),01.4072.0109,"2,905",57,0.98%,1.03%,"3,926",76,0.95%,0.98%,99.26%,98.31%,1,0,0.03%,0.00%,"$2,599.99",$0.00,1,0
B0CMDGD5FK,B0CMDGD5FK,"VISSER 7.5 inch Titanium Fishing Pliers with Secure Hold Sheath & Lanyard, Durable replaceable cutters with split ring feature, Made in the USA",VIS 7.5 Ti,100,8,0.03%,0.14%,127,9,0.03%,0.12%,65.35%,44.44%,1,0,1.00%,0.00%,$368.99,$0.00,1,0
B0BLFFN4L1,B0CP6B7WF5,Old Town Sportsman AutoPilot 136 Motorized Fishing Kayak with Minn Kota Trolling Motor (Marsh Camo),01.4066.0107,659,11,0.22%,0.20%,819,13,0.20%,0.17%,99.33%,100.00%,1,0,0.15%,0.00%,"$4,999.99",$0.00,1,0
B0BLFFN4L1,B0CP6B9SMP,Old Town Sportsman AutoPilot 136 Motorized Fishing Kayak with Minn Kota Trolling Motor (Steel Camo),01.4066.0109,239,2,0.08%,0.04%,282,2,0.07%,0.03%,99.19%,0.00%,1,0,0.42%,0.00%,"$4,999.99",$0.00,1,0
B0869XTVXQ,B0CP6CWCJC,Old Town Sportsman 106 Powered by Minn Kota Motorized Fishing Kayak (Marsh Camo),01.4064.0107,496,16,0.17%,0.29%,569,17,0.14%,0.22%,84.26%,62.50%,1,0,0.20%,0.00%,"$3,499.99",$0.00,1,0
B0CQ9QN5RW,B0CPFYCQYP,Old Town Sportsman BigWater ePDL+ 132 Power Assist Pedal Fishing Kayak Marsh Camo,01.4067.0101,425,15,0.14%,0.27%,505,22,0.12%,0.28%,83.56%,81.25%,1,0,0.24%,0.00%,"$5,999.99",$0.00,1,0